RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.09,0:03.85,0,104760,0,0
90,3.76,0.52,0:04.29,21742,119425,39319,25138
80,3.57,1.13,0:04.71,48837,125436,74164,54457
70,3.66,1.26,0:04.92,62772,117605,74466,69402
60,3.69,1.41,0:05.11,73801,122514,83089,81429
50,3.71,1.64,0:05.36,80696,203459,130116,95102
40,4.02,2.81,0:06.92,120744,616188,365586,239836
30,4.34,5.14,0:09.81,220369,1086795,666491,721797
20,4.23,5.51,0:10.07,231591,1107819,688709,755424
10,4.59,10.55,0:16.00,451063,2161447,1264701,1316592
5,4.62,10.75,0:16.53,455409,2209557,1282634,1629326
