RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786683,1736887,777045.5,32389,466301.7,129525.9,,,,,366229,673016.5,72826367,786683,24132.31,14510.50
100,1,1358,1864.007,2.012,,,,,,,,,,,1358,50.628,0.000
100,2,408,724.479,1.709,,,,,,,,,,,408,26.608,0.001
100,3,1140,1747.764,3.464,,,,,,,,8,0.438,0.000,1140,47.767,0.000
100,4,802,1217.920,4.279,,,,,,,,,,,802,31.631,0.000
90,0,786560,1751988,874207.9,32496,461617.3,35316.24,,,,,367471,683110.8,7137636,786560,24693.34,3692.067
90,1,961,1180.801,1.891,,,,,,,,,,,961,35.496,0.000
90,2,394,592.666,0.654,,,,,,,,,,,394,21.659,0.001
90,3,1306,2104.450,3.009,,,,,,,,,,,1306,58.935,0.000
90,4,743,1109.403,6.999,,,,,,,,,,,743,26.876,0.000
80,0,786598,1720489,6774233,32773,469454.7,417588.2,,,,,369332,608632.1,2284247,786598,24871.45,3695.260
80,1,1082,1644.908,2.642,,,,,,,,,,,1082,40.810,0.000
80,2,251,528.390,3.571,,,,,,,,,,,251,17.764,0.002
80,3,2084,3168.887,227.430,,,,,,,,,,,2084,105.066,10.073
80,4,1219,1895.054,43.673,,,,,,,,,,,1219,44.839,0.000
70,0,786572,1783537,1870564,32779,474323.0,184462.6,,,,,376856,672582.5,1806570,786572,25496.96,128359.1
70,1,2021,2918.043,3.306,,,,,,,,,,,2021,75.150,0.000
70,2,796,1393.297,2.878,,,,,,,,,,,796,60.110,0.335
70,3,1782,2981.578,4.006,,,,,,,,,,,1782,83.015,0.000
70,4,1008,1485.853,2.645,,,,,,,,,,,1008,39.360,0.000
60,0,1000649,2723715,4253470,84404,1463794,457847.5,,,,,549804,489897.6,1453501,1000649,32351.41,6971.473
60,1,164,299.521,6.478,3,51.748,59.401,,,,,8,0.332,0.000,164,7.283,0.000
60,2,932,1374.310,2.116,,,,,,,,,,,932,44.192,0.001
60,3,3433,5406.384,12.661,,,,,,,,,,,3433,160.748,0.001
60,4,1828,2405.755,1.243,,,,,,,,,,,1828,63.338,0.000
50,0,1048777,2806117,3864620,94585,1552597,392193.2,,,,,595867,448404.5,10283525,1048777,33792.17,5999.840
50,1,2557,3458.506,6.647,4,33.960,15.539,,,,,8,0.314,0.000,2557,91.568,0.000
50,2,715,1182.645,4.276,,,,,,,,,,,715,53.967,0.382
50,3,2758,4364.095,6.221,,,,,,,,,,,2758,128.694,0.000
50,4,2476,3560.405,64.325,,,,,,,,,,,2476,86.844,0.000
40,0,1048725,2714824,3588507,97782,1521971,2244764,,,,,597443,391784.4,935549.6,1048725,32859.63,5670.567
40,1,1881,2247.900,2.002,,,,,,,,,,,1881,81.397,0.123
40,2,477,802.412,1.769,,,,,,,,,,,477,30.007,0.002
40,3,3016,4672.132,37.192,,,,,,,,,,,3016,144.664,0.005
40,4,1723,2299.308,1.219,,,,,,,,,,,1723,65.387,0.000
30,0,1048788,4616669,6250622,524301,3856150,24684874,,,,,524320,18196.54,4381.995,1048788,34766.87,93489.87
30,1,1014,1341.381,2.194,,,,,,,,,,,1014,37.075,0.000
30,2,696,1213.001,3.045,,,,,,,,,,,696,43.285,0.002
30,3,1790,2637.534,2.878,,,,,,,,,,,1790,80.349,0.000
30,4,6652,8356.984,279.554,,,,,,,,,,,6652,336.029,5.407
20,0,1048746,2493456,4735676,93568,1343380,596139.8,,,,,600977,337619.9,6277053,1048746,33670.28,6273.484
20,1,645,906.713,1.170,,,,,,,,,,,645,25.655,0.000
20,2,477,801.758,1.715,,,,,,,,,,,477,30.058,0.002
20,3,,,,,,,,,,,,,,,,
20,4,2726,3817.568,4.429,,,,,,,,,,,2726,98.157,0.000
10,0,1048651,4300365,10676683,524306,3536440,2158878,,,,,524311,16776.08,2162.172,1048651,33546.44,10873.27
10,1,3779,5215.888,20.720,,,,,,,,,,,3779,139.370,0.002
10,2,1389,2230.634,5.059,7,68.446,15.559,,,,,8,0.366,0.000,1389,64.641,0.001
10,3,3560,5138.415,6.431,,,,,,,,,,,3560,153.195,0.000
10,4,2722,3816.988,6.808,,,,,,,,,,,2722,116.352,0.244
5,0,1048652,4221086,3993797,524300,3459074,457218.5,,,,,524313,16434.26,671.331,1048652,33633.42,4559.816
5,1,4423,5419.857,54.643,,,,,,,,,,,4423,184.900,0.005
5,2,901,1485.176,3.210,,,,,,,,,,,901,48.752,0.001
5,3,5569,7655.543,136.058,,,,,,,,,,,5569,297.729,5.445
5,4,1604,2222.566,2.692,7,61.296,4.977,,,,,8,0.307,0.000,1604,57.623,0.000
